,block_dc_mq_1,block_dc_mq_2,block_dc_mq_3,block_dc_mq_4,block_dc_mq_5,block_dc_mq_6,block_dc_mq_7,block_dc_mq_8,block_dc_mq_9,block_dc_mq_10,block_dc_mq_11,block_dc_mq_12,block_dc_mq_13,block_dc_mq_14,block_dc_mq_15,block_dc_mq_16,block_dc_mq_17,block_dc_mq_18,block_dc_mq_19,block_dc_mq_20,block_dc_mq_21,block_dc_mq_22,block_dc_mq_23,block_dc_mq_24,block_dc_mq_25,block_dc_mq_26,block_dc_mq_27,block_dc_mq_28,block_dc_mq_29,block_dc_mq_30,block_dc_mq_31,block_dc_mq_32,block_dc_mq_33,block_dc_mq_34,block_dc_mq_35,block_dc_mq_36
Episode 304,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495,211.96165416232495
Episode 305,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167
Episode 306,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167,221.2590897322167
Episode 307,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354,209.629958013354
Episode 308,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475,213.43106483948475
Episode 309,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992,213.4310648396992
Episode 310,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813,201.7864969807813
Episode 311,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,54.4,51.0,45.333333333333336,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 312,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208,190.12002021135208
Episode 313,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846,178.432698906846
Episode 314,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518,179.97997059412518
Episode 315,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055,172.20610382916055
Episode 316,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093,160.48851577658093
Episode 317,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704,160.48851577690704
Episode 318,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005,148.75199366782005
Episode 319,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924
Episode 320,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924
Episode 321,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924,148.75199366805924
Episode 322,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,54.4,51.0,45.333333333333336,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 323,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338,148.75199366830338
Episode 324,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456
Episode 325,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456,136.99696827586456
Episode 326,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466,128.72028466371466
Episode 327,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816,116.93419256381816
Episode 328,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511,109.95468915046511
Episode 329,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756,99.71527594083756
Episode 330,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722,99.71527595147722
Episode 331,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635,99.71527595146635
Episode 332,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552,99.71527595145552
Episode 333,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,54.4,51.0,45.333333333333336,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 334,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076,90.51161623618076
Episode 335,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974,90.51161623616974
Episode 336,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936,82.22449591583936
Episode 337,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357,74.75091552296357
Episode 338,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193,68.00147296978193
Episode 339,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059,68.00147296977059
Episode 340,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328,61.89823277024328
Episode 341,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172,56.05730738817172
Episode 342,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521,56.05730738866521
Episode 343,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726,56.057307388653726
Episode 344,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,56.66666666666666,54.4,51.0,45.333333333333336,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 345,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632,51.07957016668632
Episode 346,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467,51.07957016667467
Episode 347,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832,46.56409247019832
Episode 348,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665,46.564092470186665
Episode 349,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501,46.56409247017501
Episode 350,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336
Episode 351,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336,46.56409247016336
